Transaction Date, Transaction Amount, Notes, Transaction Type, Entity
1/5/2021,16.84,-,DEPOSIT                ,INTERAC E-TRANSFER
1/5/2021,-16.84,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
1/5/2021,-38.88,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
1/5/2021,149,-,Provincial Payment     ,CANADA                       
1/4/2021,-477.5,34,Cheque                 ,
12/31/2020,-16.09,-,Miscellaneous Payment  ,PAYPAL                       
12/31/2020,-7.69,-,Miscellaneous Payment  ,PAYPAL                       
12/31/2020,-15.95,-,Service Charge         ,MONTHLY FEES
12/30/2020,-49.13,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680
12/30/2020,-28.31,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680
12/29/2020,-29.19,-,Miscellaneous Payment  ,PAYPAL                       
12/29/2020,-48.54,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680
12/29/2020,125.98,-,Correction             ,CORRECTION                    
12/29/2020,-125.98,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680
12/24/2020,-6.74,-,Miscellaneous Payment  ,PAYPAL                       
12/24/2020,-5.49,-,Miscellaneous Payment  ,PAYPAL                       
12/24/2020,285,-,Accounts Payable       ,UNIVERSITY OF NEW BRUNSWICK  
12/21/2020,-70,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST 
12/16/2020,500,-,ABM Deposit,
12/11/2020,-57.91,-,POS Purchase           ,GIANT TIGER #118         GRAND
12/10/2020,250,-,ABM Deposit,
12/3/2020,-3.24,-,POS Purchase           ,FPOS FLORENCEVILLE ESSO  WEST 
12/1/2020,-477.5,33,Cheque                 ,
11/30/2020,-643.8,-,Miscellaneous Payment  ,NSLSC                        
11/30/2020,-37.36,-,Miscellaneous Payment  ,PAYPAL                       
11/30/2020,-100,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER
11/30/2020,-605,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER
11/27/2020,1000,-,DEPOSIT                ,
11/25/2020,-56.96,-,Miscellaneous Payment  ,PAYPAL                       
11/25/2020,-2.89,-,Miscellaneous Payment  ,PAYPAL                       
11/25/2020,-6.82,-,Miscellaneous Payment  ,PAYPAL                       
11/16/2020,-2.22,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS
11/16/2020,-11.48,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
11/13/2020,-34.44,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST 
11/12/2020,-57.24,-,POS Purchase           ,FPOS BRENNAN HOME HARDWARFLORE
11/10/2020,-47.99,-,POS Purchase           ,FPOS CNB #018            PERTH
11/10/2020,-9.99,-,POS Purchase           ,OPOS Spotify P1218E1D37  Stock
11/9/2020,-59.3,-,POS Purchase           ,MARK'S THE SPOT          BEECH
11/3/2020,-4,-,POS Purchase           ,OPOS SC* ONLINE PAYMENT  INTER
11/2/2020,-477.5,32,Cheque                 ,
11/2/2020,-643.8,-,Miscellaneous Payment  ,NSLSC                        
10/26/2020,-6.83,-,Miscellaneous Payment  ,PAYPAL                       
10/26/2020,-60,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH
10/20/2020,-44.99,-,POS Purchase           ,FPOS CNB #018            PERTH
10/16/2020,-11.83,-,Miscellaneous Payment  ,PAYPAL                       
10/13/2020,-60,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH
10/10/2020,-9.99,-,POS Purchase           ,OPOS Spotify P11ADFDDFA  Stock
10/9/2020,-129.88,-,POS Purchase           ,WALMART STORE #3032      FREDE
10/5/2020,149,-,Provincial Payment     ,CANADA                       
10/3/2020,-4,-,POS Purchase           ,OPOS CV-Resume           85521
10/1/2020,-477.5,31,Cheque                 ,
9/28/2020,-84.39,-,Miscellaneous Payment  ,PAYPAL                       
9/24/2020,-6.91,-,Miscellaneous Payment  ,PAYPAL                       
9/22/2020,-47.79,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH
9/17/2020,4.99,-,Correction             ,4.60255E+14
9/15/2020,-4.99,-,Debit Memo             ,ADJUSTMENT OTHER
9/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P1141E5D3C  Stock
9/8/2020,-7.69,-,POS Purchase           ,FPOS MCDONALD'S #6659   QGRAND
9/5/2020,-20,-,POS Purchase           ,CIRCLE K / IRVING #201   WAASI
9/4/2020,40,-,DEPOSIT                ,MB-EMAIL MONEY TRF
9/4/2020,1250,-,Federal Payment        ,CANADA                       
9/3/2020,23.38,-,DEPOSIT                ,MB-EMAIL MONEY TRF
9/3/2020,-4,-,POS Purchase           ,OPOS SC* ONLINE PAYMENT  INTER
9/2/2020,-30,-,POS Purchase           ,FPOS IRVING/FLORENCEVILLEFLORE
9/1/2020,-477.5,-,Miscellaneous Payment  ,Colpitts Developments        
9/1/2020,-32.55,-,POS Purchase           ,OPOS Amazon.ca           AMAZO
8/29/2020,-6.2,-,POS Purchase           ,DAIRY QUEEN #12192       WOODS
8/27/2020,-22.48,-,POS Purchase           ,FPOS CO-OP #9283         FLORE
8/27/2020,-7.5,-,Service Charge         ,
8/27/2020,-467.5,-,Debit Memo             ,DRAFT PURCHASE
8/26/2020,-28.74,-,Miscellaneous Payment  ,PAYPAL                       
8/25/2020,-6.86,-,Miscellaneous Payment  ,PAYPAL                       
8/11/2020,-32.42,-,Miscellaneous Payment  ,PAYPAL                       
8/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P10DB0D4BE  Stock
8/6/2020,-90,-,POS Purchase           ,FPOS SNB - BRISTOL       FLORE
8/5/2020,-23.38,-,POS Purchase           ,OPOS 16.99 WNBA LIVEACCESPLAIN
8/5/2020,1.37,-,Correction             ,5.80212E+14
8/4/2020,-467.5,29,Cheque                 ,
8/3/2020,-4,-,POS Purchase           ,OPOS SC* ONLINE PAYMENT  INTER
7/30/2020,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE
7/29/2020,-1.37,-,POS Purchase           ,OPOS 1.00 WNBA LIVEACCESSPLAIN
7/28/2020,1250,-,Federal Payment        ,CANADA                       
7/24/2020,-6.99,-,Miscellaneous Payment  ,PAYPAL                       
7/24/2020,63.2,-,Correction             ,3.802E+14
7/23/2020,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #2848   FREDE
7/23/2020,-2.52,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS
7/17/2020,-63.2,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE
7/17/2020,42,-,DEPOSIT                ,MB-EMAIL MONEY TRF
7/17/2020,-32.6,-,POS Purchase           ,FPOS MARITIME BUS        FREDE
7/16/2020,-43.19,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER
7/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P107B0FD46  Stock
7/9/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
7/9/2020,-467.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
7/8/2020,467.5,-,DEPOSIT                ,MB-EMAIL MONEY TRF
7/8/2020,-6.66,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS
7/6/2020,-50,-,POS Purchase           ,MURRAY'S IRVING          BEARD
7/3/2020,-4,-,POS Purchase           ,OPOS BLD*Resume          85521
7/3/2020,149,-,Provincial Payment     ,CANADA                       
6/30/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/30/2020,-467.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
6/29/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/29/2020,-50,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
6/24/2020,-7.06,-,Miscellaneous Payment  ,PAYPAL                       
6/19/2020,1250,-,Federal Payment        ,CANADA                       
6/18/2020,-29.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
6/11/2020,362.5,-,DEPOSIT                ,MB-DEP
6/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P1016DF90E  Stock
6/8/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/8/2020,-467.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
6/3/2020,-4,-,POS Purchase           ,OPOS BLD*Resume          85521
5/26/2020,-7.28,-,Miscellaneous Payment  ,PAYPAL                       
5/25/2020,-10.25,-,POS Purchase           ,FPOS TACO BOYZ           FREDE
5/22/2020,-67.96,-,POS Purchase           ,FPOS SOBEYS #375         FREDE
5/21/2020,-467.5,27,Cheque                 ,
5/20/2020,1250,-,Federal Payment        ,CANADA                       
5/14/2020,-10,-,Miscellaneous Payment  ,PAYPAL                       
5/13/2020,-32.32,-,POS Purchase           ,FPOS 9283 CARLETON CO-OP FLORE
5/11/2020,-4.99,-,POS Purchase           ,OPOS Spotify P0FAEF62A7  Stock
5/5/2020,-519.83,-,Miscellaneous Payment  ,EnergieNB Power              
5/4/2020,-520.38,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
5/4/2020,-4,-,POS Purchase           ,OPOS BLD*Resume          85521
5/1/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
5/1/2020,-100,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
4/29/2020,100,-,DEPOSIT                ,MB-EMAIL MONEY TRF
4/29/2020,460,-,DEPOSIT                ,MB-EMAIL MONEY TRF
4/27/2020,-25.88,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
4/24/2020,-50,-,Miscellaneous Payment  ,PAYPAL                       
4/24/2020,-7.38,-,Miscellaneous Payment  ,PAYPAL                       
4/18/2020,-1,-,POS Purchase           ,OPOS BLD*Resume          85521
4/18/2020,-1.95,-,POS Purchase           ,OPOS BLD*Resume          85521
4/18/2020,-122.57,-,POS Purchase           ,WAL-MART #1067           FREDE
4/16/2020,-18.96,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
4/16/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
4/16/2020,-140,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
4/11/2020,-56.37,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE
4/11/2020,-4.99,-,POS Purchase           ,OPOS Spotify P0F4ACEEDB  Stock
4/9/2020,-58.96,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE
4/9/2020,290,-,GST                    ,CANADA                       
4/3/2020,-46.97,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE
4/3/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
4/3/2020,-270,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
4/3/2020,147.5,-,Provincial Payment     ,CANADA                       
4/1/2020,-370,-,Rent/Lease             ,SKYFALL                      
3/28/2020,2514,-,DEPOSIT                ,MB-DEP
3/26/2020,-17.06,-,POS Purchase           ,FPOS SOBEYS #375         FREDE
3/26/2020,-8.04,-,POS Purchase           ,FPOS CANADIAN TIRE #0035 FREDE
3/24/2020,-7.5,-,Miscellaneous Payment  ,PAYPAL                       
3/23/2020,100,-,DEPOSIT                ,MB-EMAIL MONEY TRF
3/20/2020,10,-,DEPOSIT                ,PC-EMAIL MONEY TRF
3/18/2020,20,-,DEPOSIT                ,MB-EMAIL MONEY TRF
3/14/2020,20,-,DEPOSIT                ,MB-EMAIL MONEY TRF
3/12/2020,-40.1,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE
3/12/2020,-12.91,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
3/11/2020,-34.15,-,POS Purchase           ,FPOS SOBEYS #349         FREDE
3/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P0EE6E8930  Stock
3/9/2020,98,-,DEPOSIT                ,MB-EMAIL MONEY TRF
3/7/2020,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE
3/4/2020,-55.53,-,POS Purchase           ,PIZZA HUT                FREDE
3/4/2020,-4.44,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE
3/3/2020,-200,-,Miscellaneous Payment  ,EnergieNB Power              
3/2/2020,-179.77,-,Miscellaneous Payment  ,EnergieNB Power              
3/2/2020,-370,-,Rent/Lease             ,SKYFALL                      
3/2/2020,-11.65,-,POS Purchase           ,FPOS A&W MAIN STREET PLAZFREDE
2/29/2020,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE
2/26/2020,-1.49,-,POS Purchase           ,FPOS ATLANTIC SUPERSTORE FREDE
2/25/2020,-6.87,-,Miscellaneous Payment  ,PAYPAL                       
2/24/2020,-8.94,-,POS Purchase           ,FPOS MCDONALD'S #29096   FREDE
2/24/2020,-28.11,-,POS Purchase           ,WAL-MART #3032           FREDE
2/24/2020,-57.31,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
2/22/2020,-9.68,-,POS Purchase           ,FPOS TIM HORTONS #1705   FREDE
2/21/2020,-36.79,-,Miscellaneous Payment  ,PAYPAL                       
2/20/2020,-21.24,-,POS Purchase           ,FPOS SOBEYS #849         FREDE
2/19/2020,-21.15,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
2/18/2020,-29.89,-,Miscellaneous Payment  ,PAYPAL                       
2/18/2020,-8.82,-,POS Purchase           ,FPOS MCDONALD'S #29097   OROMO
2/18/2020,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
2/18/2020,-100,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
2/17/2020,-12.05,-,POS Purchase           ,FPOS CANADIAN TIRE #0035 FREDE
2/17/2020,-11.1,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE
2/15/2020,-8.74,-,POS Purchase           ,FPOS BK #03282           FREDE
2/15/2020,-51.1,-,POS Purchase           ,FPOS CLIFFE STREET GRAB NFREDE
2/14/2020,-23.57,-,POS Purchase           ,FPOS SOBEYS #375         FREDE
2/14/2020,-6.85,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
2/13/2020,-100,-,Miscellaneous Payment  ,PAYPAL                       
2/12/2020,-11.01,-,POS Purchase           ,FPOS DAIRY QUEEN #12079  FREDE
2/12/2020,-71.63,-,POS Purchase           ,WALMARTSTORE#1067        FREDE
2/12/2020,-180,-,ABM Withdrawal,
2/11/2020,-12.01,-,POS Purchase           ,FPOS MCDONALD'S #5483    FREDE
2/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P0E89649A6  Stock
2/5/2020,-12.49,-,POS Purchase           ,FPOS 9283 CARLETON CO-OP FLORE
2/3/2020,-370,-,Rent/Lease             ,SKYFALL                      
2/3/2020,-4,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS
2/3/2020,-65,-,POS Purchase           ,FPOS MURRAY'S IRVING     BEARD
1/31/2020,-471.42,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
1/30/2020,-6.89,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
1/30/2020,-12.29,-,POS Purchase           ,SOBEYS 375               FREDE
1/29/2020,-25.49,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE
1/29/2020,-8.05,-,POS Purchase           ,FPOS BURGER KING #20441  FREDE
1/29/2020,-34.5,-,POS Purchase           ,FPOS MOFFITT'S CONVENIENCHARVE
1/28/2020,-13.2,-,POS Purchase           ,FPOS A&W #7218           FREDE
1/27/2020,-8.04,-,POS Purchase           ,FPOS BURGER KING #23282  FREDE
1/27/2020,-61.95,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE
1/25/2020,-16.41,-,POS Purchase           ,FPOS PITA PIT            FREDE
1/24/2020,-6.81,-,Miscellaneous Payment  ,PAYPAL                       
1/23/2020,-13.1,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
1/21/2020,-16.2,-,POS Purchase           ,FPOS TACO BOYZ           FREDE
1/21/2020,-52.02,-,POS Purchase           ,WAL-MART #3032           FREDE
1/21/2020,-100,-,ABM Withdrawal,
1/18/2020,-8.57,-,POS Purchase           ,FPOS TIM HORTONS # 945   FREDE
1/17/2020,-43.47,-,POS Purchase           ,SOBEYS 375               FREDE
1/15/2020,-11.6,-,POS Purchase           ,FPOS BURGER KING #20441  FREDE
1/15/2020,-6.85,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE
1/14/2020,-24.82,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
1/13/2020,-50,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
1/10/2020,-13.09,-,POS Purchase           ,FPOS A&W MAIN STREET PLAZFREDE
1/10/2020,1189,-,ABM Deposit,
1/10/2020,-4.99,-,POS Purchase           ,OPOS Spotify P0E2BD45D7  Stock
1/9/2020,-7.29,-,POS Purchase           ,FPOS MCDONALD'S #5483    FREDE
1/7/2020,-4.01,-,POS Purchase           ,FPOS IRVING STATION #1170CHIPM
1/7/2020,-61.89,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE
1/6/2020,-255.95,-,POS Purchase           ,OPOS 191.88 CODECADEMY   91728
1/6/2020,-21.58,-,POS Purchase           ,WAL-MART #3032           FREDE
1/3/2020,147.5,-,Provincial Payment     ,CANADA                       
1/2/2020,-370,-,Rent/Lease             ,SKYFALL                      
12/27/2019,-13.89,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE
12/27/2019,155,-,DEPOSIT                ,MB-EMAIL MONEY TRF
12/24/2019,-6.83,-,Miscellaneous Payment  ,PAYPAL                       
12/23/2019,-30,-,POS Purchase           ,MURRAY'S IRVING          BEARD
12/23/2019,-8.8,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE
12/21/2019,-14.81,-,POS Purchase           ,FPOS SUBWAY # 5290       FREDE
12/21/2019,-180,-,ABM Withdrawal,
12/19/2019,-3.16,-,POS Purchase           ,FPOS TIM HORTONS #1791   MINTO
12/18/2019,-44.88,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
12/17/2019,-27.51,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
12/14/2019,-9.49,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
12/13/2019,-24,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
12/12/2019,-15.68,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
12/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0DCCEAEA3  Stock
12/9/2019,-4.13,-,POS Purchase           ,FPOS PAPA JOHN'S PIZZA   FREDE
12/9/2019,-21.83,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE
12/9/2019,-16.12,-,POS Purchase           ,FPOS A&W #7218           FREDE
12/7/2019,-13,-,POS Purchase           ,PITA PIT                 FREDE
12/7/2019,-27.45,-,POS Purchase           ,CHECKER CAB              RICHI
12/6/2019,-68.99,-,Miscellaneous Payment  ,PAYPAL                       
12/6/2019,-4.11,-,POS Purchase           ,TIM HORTON'S T-DOMESTI   MISSI
12/2/2019,-370,-,Rent/Lease             ,SKYFALL                      
12/2/2019,-3.76,-,POS Purchase           ,FPOS TIM HORTON'S T-DOMESMISSI
12/2/2019,1.12,-,DEPOSIT                ,
12/2/2019,-9.51,-,POS Purchase           ,FPOS MCDONALD'S #29096   FREDE
12/2/2019,-3.45,-,POS Purchase           ,WAL-MART #3032           FREDE
12/2/2019,-42.19,-,POS Purchase           ,WAL-MART #3032           FREDE
12/2/2019,-10.9,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
11/29/2019,-102.67,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
11/29/2019,-459.94,-,POS Purchase           ,OPOS Amazon.ca           Seatt
11/28/2019,-6.21,-,POS Purchase           ,FPOS UNIVERSITY OF NEW BRFREDE
11/26/2019,-6.89,-,Miscellaneous Payment  ,PAYPAL                       
11/26/2019,-12.75,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE
11/25/2019,-33.72,-,POS Purchase           ,FPOS SOBEYS 375          FREDE
11/21/2019,-5.74,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
11/20/2019,-24.13,-,POS Purchase           ,CANNON'S CROSS PUB       FREDE
11/20/2019,-79.9,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
11/19/2019,-15.9,-,POS Purchase           ,OPOS Amazon.ca           Seatt
11/18/2019,-135.3,-,Miscellaneous Payment  ,EnergieNB Power              
11/18/2019,-15.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
11/18/2019,-180,-,ABM Withdrawal,
11/18/2019,-12.05,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
11/18/2019,-132.17,-,POS Purchase           ,WALMARTSTORE#1067        FREDE
11/16/2019,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
11/16/2019,-60,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
11/16/2019,-350.01,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
11/16/2019,-11.49,-,POS Purchase           ,FPOS SUBWAY # 11109      FREDE
11/13/2019,-12.75,-,POS Purchase           ,FPOS BURGER KING #19448  WATER
11/13/2019,-40,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER
11/13/2019,-13.33,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE
11/13/2019,-180,-,POS Purchase           ,SERVICE CANADA FREDERI   FREDE
11/12/2019,-23,-,POS Purchase           ,HARVEY STUDIOS           FREDE
11/12/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0D70EFBFE  Stock
11/12/2019,-7.77,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE
11/9/2019,-10.45,-,POS Purchase           ,BURGER KING #20441       FREDE
11/7/2019,-99.99,-,POS Purchase           ,CNB #016                 FREDE
11/5/2019,-30.15,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
11/4/2019,-70,-,POS Purchase           ,CIRCLE K / IRVING #201   FREDE
11/1/2019,-370,-,Rent/Lease             ,SKYFALL                      
11/1/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
10/29/2019,-75.01,-,POS Purchase           ,SOBEYS #849        QPS   FREDE
10/28/2019,-10.45,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
10/26/2019,-13.33,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE
10/25/2019,-91.99,-,Miscellaneous Payment  ,PAYPAL                       
10/24/2019,-6.8,-,Miscellaneous Payment  ,PAYPAL                       
10/22/2019,-28.74,-,Miscellaneous Payment  ,PAYPAL                       
10/18/2019,-32.08,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
10/15/2019,-180,-,ABM Withdrawal,
10/15/2019,-60,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER
10/12/2019,-6.24,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE
10/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0D1553710  Stock
10/8/2019,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
10/8/2019,-59.98,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
10/5/2019,-30,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
10/4/2019,-11.26,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
10/4/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
10/4/2019,147.5,-,Provincial Payment     ,CANADA                       
10/3/2019,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
10/2/2019,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
10/2/2019,-60,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
10/1/2019,-370,-,Rent/Lease             ,SKYFALL                      
10/1/2019,-47.46,-,POS Purchase           ,GRECO PIZZA              FREDE
9/27/2019,-10.92,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
9/24/2019,-6.89,-,Miscellaneous Payment  ,PAYPAL                       
9/24/2019,-32.5,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
9/21/2019,-12.16,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
9/21/2019,-7.63,-,POS Purchase           ,FPOS SOBEYS 375          FREDE
9/21/2019,-70.18,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
9/19/2019,-6.89,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
9/17/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
9/14/2019,-14.79,-,POS Purchase           ,FPOS A&W #7218           FREDE
9/12/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
9/11/2019,-180,-,ABM Withdrawal,
9/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0CB386227  Stock
9/5/2019,-191.78,-,POS Purchase           ,WAL-MART #3032           FREDE
9/4/2019,4207.25,-,Student Loan           ,NB STUDENT LOAN              
9/4/2019,-82,-,POS Purchase           ,UNB FINANCIAL SERVICES   FREDE
9/3/2019,-370,-,Rent/Lease             ,SKYFALL                      
9/3/2019,-5.75,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST
8/30/2019,-11.49,-,Miscellaneous Payment  ,PAYPAL                       
8/27/2019,-50.16,-,Miscellaneous Payment  ,EnergieNB Power              
8/27/2019,-326.01,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
8/26/2019,-48,-,POS Purchase           ,FPOS PERTH ANDOVER/IRVINGPERTH
8/23/2019,-27.24,-,POS Purchase           ,FPOS TORONTO ZOO - RETAILSCARB
8/23/2019,-13.59,-,POS Purchase           ,FPOS TORONTO ZOO - RETAILSCARB
8/22/2019,-58.58,-,POS Purchase           ,HOCKEY HALL OF FAME      TORON
8/22/2019,-88.14,-,POS Purchase           ,CN TOWER RETAIL STORE    TORON
8/21/2019,-39.52,-,POS Purchase           ,WAL-MART #3054           MISSI
8/19/2019,-10.99,-,POS Purchase           ,OPOS STEAMGAMES.COM      425-9
8/16/2019,520,-,ABM Deposit,
8/16/2019,-13.86,-,POS Purchase           ,DINER DOWN UNDER         BATH 
8/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0C3751BE6  Stock
8/8/2019,-12.24,-,POS Purchase           ,FPOS BURGER KING #19448  WATER
8/5/2019,-13.66,-,POS Purchase           ,FPOS SUBWAY # 5290       FREDE
8/5/2019,-55,-,POS Purchase           ,FPOS IRVING #15886       WOODS
8/2/2019,360,-,ABM Deposit,
8/1/2019,-370,-,Rent/Lease             ,SKYFALL                      
8/1/2019,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE
7/26/2019,600,-,ABM Deposit,
7/18/2019,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
7/18/2019,-40,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
7/16/2019,-6.88,-,POS Purchase           ,BURGER KING #19448       WATER
7/16/2019,-61.87,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER
7/15/2019,-102.13,-,POS Purchase           ,9283 CARLETON CO-OP      FLORE
7/11/2019,-183.95,-,POS Purchase           ,"OPOS FITBIT, INC. UF3CV4387762"
7/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0BC0B1632  Stock
7/8/2019,67.12,-,Insurance              ,AMERICAN INCOME              
7/5/2019,297,-,ABM Deposit,
7/5/2019,147.5,-,Provincial Payment     ,CANADA                       
7/4/2019,-31.98,-,POS Purchase           ,FPOS DOMINO'S PIZZA #1090FREDE
7/4/2019,-315.69,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
